video_id,channelTitle,title,description,tags,publishedAt,viewCount,likeCount,favouriteCount,commentCount,duration,definition,caption,channelName,subscribers,views,totalVideos,playlistId
z4JeT88VQOM,King Kaka,"Rabbit King Kaka & Marllen Performing Jam Na Kam, Coke Studio Africa, Season 2","Rabbit King Kaka & Marllen Performing Jam Na Kam, Coke Studio Africa, Season 2","['Rabbit (Domesticated Animal)', 'Soccer', 'Season', 'ngomma', 'Kaká (Blogger)', 'Episode', 'Football', 'American Football (Sport)', 'Season Episode', 'Episode Part']",2014-10-26T05:48:04Z,2450,13,,6,PT7M57S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
7t0u5c6A7Pk,King Kaka,Rabbit King Kaka- Ligi Soo Coke Studio Edition ft Marlene & Owour Arunga,Rabbit King Kaka- Ligi Soo Coke Studio Edition ft Marlene & Owour Arunga,"['Rabbit (Domesticated Animal)', 'Soccer', 'Football', 'ngomma', 'Kaká (Blogger)']",2014-10-11T18:36:01Z,5409,54,,13,PT9M,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
tcGuXt_wnUU,King Kaka,FemiOne  Ft  Ms. Kerry - Maumbile ( Official Music Video),"Femi One - Maumbile Ft Ms. Kerry,
Produced by Chuo Records/ Kaka Empire
Video by A Pikcha Presentation
Kaka empire 2014.","['Master Of Science (Degree)', 'Tourist Destination', 'ngomma', 'Musician (Profession)', 'Music Video (TV Genre)', 'Music (TV Genre)', 'Music Download (Software Genre)', 'ngomma.com']",2014-10-06T18:07:50Z,35641,437,,105,PT4M,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
XtpPSugtX8A,King Kaka,Rabbit ft Kanana - Kafiri (Official Video),"Produced by Kanyeria.
Additional Guitars & Mastered by Sean Peevers.
Recorded at Niaje Studios, Nairobi Kenya.
Video by J Blessing/ Link Global
A Kaka Empire Presentation 2014.","['@Kaka empire', 'J Blessing', 'Kanyeria', 'Kafiri', 'Kanana', 'Niaje Music', 'Rabbit (Domesticated Animal)', 'Music Video (TV Genre)', 'ngomma', 'Television (Invention)', 'ngomma.com', 'Musician (Profession)', 'Music (TV Genre)']",2014-10-01T09:55:25Z,190845,1675,,256,PT3M51S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
KHzE70pdwE8,King Kaka,Rabbit Kaka Sungura - Uko Tu Sawa(Official Video),"Rabbit performing 'Uko Tu Sawa'
Produced By Ulopa Ngoma
special appearance by Owago Nyiro.
A Kaka Empire Presentation.
Copyright 2014.
A 6Colour Project.","['kaka sungura', 'owago onyiro', 'rabbit', 'east africa', 'hip hop', 'kaka empire', 'ngomma', 'Official', 'Musician (Profession)', 'Music Video (TV Genre)', 'Music Download (Software Genre)', 'New Kenya Music', 'kenyan Music']",2014-09-01T12:02:00Z,68113,365,,51,PT3M50S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
XWqFFlwC_yI,King Kaka,Rabbit feat Sudi - Twende (Official Video),"The Official Music Video - Twende by Rabbit Kaka Sungura ft Sudi
Produced by Ibrahim Alex / Sappy
Mastered by Maichblack & The Herbalist
Directed by Hamza Omar
A Kaka Empire Presentation 2014
Ibrahim Alex Pictures
The #6KalasProject


More from King Kaka:

Twende ► https://www.youtube.com/watch?v=XWqFFlwC_yI
Promised Land ► https://www.youtube.com/watch?v=rcJLElASTsk
Papa ► https://www.youtube.com/watch?v=785yltZi8d8
Njoo ► https://www.youtube.com/watch?v=Fs23M4C5lLs
Lini ► https://www.youtube.com/watch?v=Emwi53zXoV4


Follow Me:

Facebook: https://www.facebook.com/Rabbit-King-...
Twitter: https://twitter.com/rabbittheking
Instagram: https://www.instagram.com/thekingkaka
Website: http://www.kingkaka.com","['Kaka Sungura', 'Sudi', 'Kenya Music', 'Wedding Song', 'Rabbit', 'King Kaka', 'Ibrahim alex pictures', '#6ColoursProject', 'Kenya (Country)', 'Country (Musical Genre)', 'ngomma', 'Musician (Profession)', 'Music Video (TV Genre)', 'Music (TV Genre)', 'Genge (Musical Genre)', 'Calif Records (Record Label)', 'Television (Invention)', 'Official', 'Bunny', 'Trailer', 'Hamster']",2014-08-01T13:05:27Z,2302955,7937,,708,PT4M14S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
l2gfuIEQjnw,King Kaka,Rabbit - Nishazoea (Official HD Music Video),"The Official Music Video - Nishazoea by Rabbit Kaka Sungura
Produced by Kanyeria/NiajeMusic
Additional Guitars & Mastered by Sean Peevers.
Recorded at Niaje Studios, Nairobi Kenya.
Directed by Mushking
A Kaka Empire Presentation 2014
Ibrahim Alex Pictures
The #6KalasProject","['High-definition Video (Film Format)', 'Rabbit', 'kaka sungura', 'king', 'east africa', 'rap kenya', 'hip hop', 'The #6KalasProject', 'mushking', 'ibrahimAlex', 'Kaka Empire', 'Kaka Klothing', 'Music Video (TV Genre)', 'Hip Hop Music (Musical Genre)', 'Music (TV Genre)', 'Television (Invention)', 'Official', 'Hour', 'Bunny', 'Rap']",2014-07-02T08:30:03Z,41822,334,,68,PT4M28S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
WqV4O3yBemc,King Kaka,Rabbit - Bado Nakupenda ft. Safari Sound Band (official music video),"Bado Nakupenda produced by Wawesh Mjanja
Performed by Rabbit
Additional vokols by Gaza
Video by A Pikcha Presentation
Directed by Rocky
Scripted by Tarriq
Chop & Screwed by X

Kaka Empire. 2014 ","['Rabbit', 'kaka', 'east africa', 'hip hop', 'safari sound band', 'wawesh', 'king', 'kenya', 'citizen tv', 'ktn', 'nakupenda', 'love', 'ngomma', 'Nakupenda Wewe (Musical Recording)', 'Music (TV Genre)', 'Hip', 'Hop', 'Rap', 'Official', 'Africa', 'Bunny', 'Hour']",2014-05-20T14:25:35Z,120938,1217,,176,PT4M22S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
Ra2aRnWaomg,King Kaka,Rabbit - Tulia Tu ft HHP & Wangechi,"Rabbi - Tulia Tu ft HHP & Wangechi
Produced  by Kevin Provoke & Tim Rimbui @ EnnovatorMusic Studios  NBI 
Dir: Enos Olik
A Kaka Empire Presentation. Copyright 2014","['Rabbit', 'Hip Hop Pantsula (Musical Artist)', 'Kaka Sungura', 'Hip Hop Music (Musical Genre)', 'Kenya (Country)', 'Africa (Continent)', 'Wangechi', 'Chakula Ya Soul', 'ngomma.com', 'Musician (Profession)', 'Music Video (TV Genre)', 'Music (TV Genre)']",2014-02-21T15:00:05Z,104999,959,,166,PT3M9S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
O1LGkGHm8ic,King Kaka,Kanana- Ni Mapenzi Tu feat.Rabbit (Official Hd Video),"Kanana and Rabbit performing Ni Mapenzi Tu Produced by Dillie.
Video By J Blessing Copyright 2013
Free Audio Download Link: http://mdundo.com/dl/6509","['Kanana', 'Rabbit', 'Kaka Sungura', 'Mziki', 'Kaka Empire', 'Kenya', 'ngoma.com', 'Masha Mapenzi (Person)', 'Official', 'Musician (Profession)', 'Music Video (TV Genre)', 'Kanana- Ni Mapenzi Tu feat.Rabbit', 'king kaka mpe']",2013-10-25T15:22:53Z,255295,2613,,433,PT4M22S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
-e6rzgQrHeY,King Kaka,Rabbit - 1963 [Unite Kenya] Ft Tim Rimbui & Kanana,"Rabbit ft Tim Rimbui & Kanana Performing 1963 [ Unite Kenya] unity call
Video: Enos Olik
Produced: Tim Rimbui [Ennovatormusic]
Additional Footage courtesy NTV  
Get your copy of the song here via MPESA/AIRTEL/Visa/Mastercard - http://goo.gl/Trw1Nl





*optimized for listening with ear/headphones","['Rabbit', 'Kaka Sungura', 'Tim Rimbui', 'Ennovator', 'Ennovatormusic', 'Kanana', 'Kaka Empire', 'Kenya', '1963', 'Kennedy Ombima', 'Waabeh', 'ngomma.com', 'Timothy Ennovator Rimbui', 'Angelina Kanana', 'Musician (Profession)', 'Kenya (Country)', 'Music Video (TV Genre)']",2013-10-21T12:35:44Z,57301,618,,133,PT8M10S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
JiCZ5tEUISY,King Kaka,Rabbit Featuring Various Artists - Ligi Soo Remix,"Rabbit (Kaka Sungura) x Jay A x Mejja x Chiwawa x Madtraxx x Petra x Shikow Femi1 x Raz x LyraOko x Wangechi  perfoming 'ligi soo remix'. 
Produced by Still Alive .
Sound Engineered by Kevin Provoke. 
Video by Decent Video / Kevin Bosco
Administered by Calif Entertainment Africa 
© 2013 Kaka Empire


More from King Kaka:

Twende ► https://www.youtube.com/watch?v=XWqFFlwC_yI
Promised Land ► https://www.youtube.com/watch?v=rcJLElASTsk
Papa ► https://www.youtube.com/watch?v=785yltZi8d8
Njoo ► https://www.youtube.com/watch?v=Fs23M4C5lLs
Lini ► https://www.youtube.com/watch?v=Emwi53zXoV4


Follow Me:

Facebook: https://www.facebook.com/Rabbit-King-...
Twitter: https://twitter.com/rabbittheking
Instagram: https://www.instagram.com/thekingkaka
Website: http://www.kingkaka.com","['kakaempire kakasungura petra raz wangechi chiwawa madtraxx mejja jaya shikow femione', 'ligisooremix', 'ligi', 'soo', 'rabbit', 'kaka empire', 'ligi soo remix', 'petra', 'shikow femi1', 'kenyan hip hop', 'east africa king', 'ligi sooooo', 'kaka sungura', 'Tahmane - Angel Eyes Teaser', 'tahmane', 'tahmane freestyle', 'Various Artists', 'Victor', 'Bunny', 'Leo', 'Venezuela', 'Hour', 'mziiki', 'tahmane - angel eyes teaser', 'kenyan music', 'remix', 'edm']",2013-07-13T17:27:21Z,549328,5803,,1114,PT11M37S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
DCiY6rQsIVQ,King Kaka,Rabbit ft Nadu - We Miss Them  (Official Music Video),"Rabbit performing 'We Miss Them So Much' 
associated artiste: Nadu
Video by J. Blessing
Song Produced by Wawesh Mjanja
Song Engineered by Provoke
A Kaka Empire Presentation.
copyright 2013.","['Rabbit ft Nadu', 'Kaka Empire', 'We Miss Them So Much', 'We Miss Them', 'Official', 'Rabbit', 'Rabbit Kaka Sungura', 'We miss You', 'tahmane', 'tamanimusic', 'tahmane_freestyle', 'ngomma.com', 'ngomma', 'Music Video (TV Genre)', 'Music (TV Genre)']",2013-05-29T14:14:57Z,64269,623,,144,PT4M36S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
FVGredQlP_4,King Kaka,Rabbit ft Naomi - Waiting (Official Music Video),"Rabbit performing 'Waiting' featuring Naomi
Video by Enos Olik 
Song Produced by Provoke.
A Kaka Empire Presentation.
copyright 2013.","['Rabbit ft Naomi', ""Rabbit performing 'Waiting'"", 'Rabbit featuring Naomi', 'Rabbit Waiting', 'Official', 'Rabbit Kaka Sungura waiting', 'ngomma.com', 'ngomma', 'Rabbit (Domesticated Animal)', 'Music Video (TV Genre)', 'Here', 'Trailer', 'Television (Invention)', 'Comes', 'Bunny', 'Your']",2013-03-15T14:53:41Z,32362,327,,76,PT3M31S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
g4bsOtn0DJk,King Kaka,Rabbit - Ligi Soo (Official Music Video),"Rabbit performing 'Ligi Soo' 
Video by Enos Olik 
Song Produced by Tim (Still Alive)
Song Engineered by Provoke
A Kaka Empire Presentation.
copyright 2013.","['Rabbit - Ligi Soo', 'Rabbit Ligi Soo', 'Rabbit Kaka Sungura Ligi Soo', 'ngomma.com', 'ngomma', 'Soo (Fictional Character)', 'Music Video (TV Genre)', 'Official', 'Bunny', 'Trailer', 'Hour', 'Rabbit (Domesticated Animal)', 'Bug', 'Hamster', 'Bugs', 'Cute', 'Official Trailer', 'Easter', 'Animal (Film Character)', 'Rush', 'Teaser Trailer']",2013-03-15T08:24:56Z,110936,1115,,181,PT3M54S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
5jJECBEflso,King Kaka,Rabbit feat Mumala  - Adisia (Live On The Nairobi Sessions),"Blackman presents 'The Nairobi Sessions'
'Adisia' on accoustic, featuring Mumala.
A Kaka Empire presentation.","['Rabbit', 'Adisia', 'Mumala', 'Blackman', 'Kenya', 'eastafrica', 'africanhiphop', 'ngomma', 'Nairobi (City/Town/Village)', 'Bunny', 'Africa', 'Hour', 'Musician (Profession)']",2013-01-31T22:54:17Z,3930,45,,15,PT6M55S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
ohdJmItlEuA,King Kaka,RABBIT -  LAST HOPE (OFFICIAL VIDEO),"Rabbit perfoming 'Last Hope' from the mixtape, 'The Last King Of...'
follow Rabbit on twitter @Rabbittheking
follow Rabbit on facebook 'Rabbit Kaka Sungura'
from the originals of Motown Records
a cover from DMX and Drake","['RABBIT', 'LAST', 'HOPE', 'OFFICIAL', 'VIDEO', 'ngomma', 'Musician (Profession)', 'Music Video (TV Genre)', 'Music (TV Genre)', 'ngomma.com', 'Politics (TV Genre)', 'Bunny', 'Hour', 'Only', 'Bug', 'Hamster', 'Bugs']",2013-01-18T09:23:21Z,92915,695,,106,PT3M32S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
Wz1P8wTgUKk,King Kaka,RABBIT & CHESS - NAIROBI  (THE MAKING....),,"['NAIROBI', 'RABBIT', 'CHESS']",2012-12-10T11:06:10Z,3224,24,,7,PT5M17S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
WCk3Id1qTsU,King Kaka,Rabbit and Mesel - Siku za Kitambo (Official Video),Rabbit and Mesel Siku za Kitambo (New official Video) Produced by Jeff of Jafar Production. Kaka Empire,"['rabbit', '. jafar', 'kaka empire', 'siku', 'kitambo mesel freeman', 'adisia', 'swahili shakespeare', 'ngomma', 'Rapping (Literature Subject)', 'Music (TV Genre)', 'Official', 'Bunny', 'Hour', 'Bug', 'Hamster', 'ngomma.com', 'Control', 'Easter', 'Cute', 'Mind']",2012-11-29T23:52:55Z,17426,278,,58,PT3M17S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
PzDYqxgSkQU,King Kaka,RABBIT  - ADISIA (OFFICIAL VIDEO),Rabbit (Kaka Sungura) perfoming 'Adisia'. Produced by Kanyeria/ Kaka Empire. Video by Pink Lab/J. Blessing. Copyright 2012/13. Kaka empire.,"['Rabbit kaka sungura', 'east africa', 'kaka Empire', 'Kenyan Hip Hip', 'Kenyeria', 'Chess', 'Pink lab', 'Dj Jr', 'cnedmusic', 'imenti', 'straightup', 'ktn', 'ntv', 'kbc', 'the beat', 'Homegrown', 'Mseto East Africa', 'ngoma.com', 'Rabbit (Domesticated Animal)', 'Rapping (Literature Subject)', 'Rock Music (Film Genre)', 'Music (TV Genre)', 'ngomma', 'Official']",2012-11-15T20:32:47Z,200496,1755,,295,PT5M2S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
C0VUt16W2b4,King Kaka,RABBIT FEAT CHESS - 'ORUTU YA MASUDI TOUR'  MERU UNIVERSITY,"Follow Rabbit's ongoing 'ORUTU YA MASUDI TOUR"" on this channel.","['RABBIT', 'FEAT', 'CHESS', 'ORUTU', 'YA', 'MASUDI', 'TOUR', 'MERURabbit', 'kaka', 'Sungura', 'Meru', 'University', 'Kaka', 'Empire', 'Chess', 'Minor', 'Keys', 'Tattuah', 'Films', 'Crimson', 'Son', 'ngomma', 'Meru County (Location)', 'Politics (TV Genre)', 'Bunny', 'Hour', 'Meru University College Of Science And Technology', 'Bug', 'Television (Invention)', 'Music (TV Genre)', 'ngomma.com', 'Hamster', 'Live']",2012-10-23T12:21:58Z,2999,16,,1,PT2M28S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
VKZjEp38sWU,King Kaka,HAIWESSMAKE - RABBIT & CHESS (OFFICIAL HD VIDEO/ HAIWESS MAKE),"Brand new release, HAIWESSMAKE performed by Rabbit Kaka Sungura & Chess.
Produced by Sappy of Kaka Empire Studios
Video by Tattuah Films (@TATTUAHFILMS), Directed by Crimson Son (@CRIMSONSON)
Follow Rabbit on Twitter @Rabbittheking, Follow Chess on Twitter @Chessminorkeys
Facebook: Rabbit Kaka Sungura","['Haiwess make', 'aiwes mek', 'ngomma.com', 'Chess (Game)', 'Official', 'Concert (TV Genre)', 'Music (TV Genre)', 'Bunny', 'Rabbit (Domesticated Animal)', 'Hour', 'Bug', 'You', 'Television (Invention)', 'Hamster', 'Bugs', 'Feel', 'Cute', 'Can', 'Trailer', 'Easter']",2012-10-04T14:14:16Z,47157,276,,71,PT6M8S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
hMyEFZu88yQ,King Kaka,Rabbit perfoms 'Swahili Shakespeare' on 99 Degrees,Rabbit - Swahili Shakespeare perfomance @ 99 Degrees,['Kaka Empire'],2012-09-11T12:21:29Z,17821,201,,34,PT4M21S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
0MDwhRPuOrA,King Kaka,HAIWESS MAKE BEHIND THE SCENES.mov,"Brand new release, The making of Haiwess Make Film Shoot performed by Kaka Sungura and Chess.
Produced by Sappy of Kaka Empire Studios
Video by Tattuah Films, @TATTUAHFILMS
Follow Rabbit on Twitter @Rabbittheking, 
Facebook: Rabbit Kaka Sungura","['Kenya', 'rabbit', 'kaka', 'empire', 'Kaka', 'Sungura', 'Rabbit', 'Empire', 'Kenyan', 'music', 'East', 'African', 'Africa', 'King', 'Hip', 'Hop', ""'tamani'"", 'Tahmane', ""'tahmanimusic'"", 'tahmane', 'kenya', 'freestyle', 'The', 'Last', 'Of..', 'MIXTAPE', ""'tahmane"", ""'tahmanimusiq'"", 'ngomma', 'Hip Hop (Musical Genre)', 'Scenes', 'Rap', 'South', 'South Korea (Country)']",2012-08-15T13:04:42Z,3347,13,,7,PT2M48S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
1UtvlT305vU,King Kaka,Rabbit- Where'd you Go (The Last King Of.. MIXTAPE),Where'd you Go performed by Rabbit off (The Last King Of.. MIXTAPE),"['Dirty Damu', 'Mixtape', 'Rabbit (Domesticated Animal)', 'Last', 'Freestyle', 'ngomma', 'Hiphop', 'Rap', 'Rapper', 'Bunny', 'Freestyle Rap (Musical Genre)']",2012-07-11T12:51:47Z,2016,18,,1,PT3M12S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
HIdsxT2Wu1Y,King Kaka,Rabbit- Nalia Ft Kizo B (The Last King Of.. MIXTAPE),Nalia performed by Rabbit Ft Kizo B off (The Last King Of.. MIXTAPE),"['Dirty Damu', 'Rabbit (Domesticated Animal)', 'ngomma', 'Music (TV Genre)']",2012-07-11T12:46:57Z,1870,11,,2,PT3M22S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
ojbE7tezVGg,King Kaka,Rabbit- Moving ft Ras Edu (The Last King Of.. MIXTAPE),Moving performed by Rabbit off (The Last King Of.. MIXTAPE),"['Dirty Damu', 'Mixtape', 'ngomma', 'Rabbit (Domesticated Animal)', 'Last', 'Bunny', 'Rapping (Literature Subject)', 'Music (TV Genre)', 'Reggae', 'Bug', 'Bob', 'Marley', 'Hour', 'Bob Marley (Musical Artist)', 'Roots', 'Hamster']",2012-07-11T12:42:34Z,824,4,,2,PT3M12S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
DcRKvTNlfhc,King Kaka,Rabbit- Mkwanja Ft Kashis & Oddinary (The Last King Of.. MIXTAPE),Mkwanja performed by Rabbit off (The Last King Of.. MIXTAPE),"['Dirty Damu', 'Rabbit (Domesticated Animal)', 'ngomma', 'Rapping (Literature Subject)', 'Music (TV Genre)', 'Mixtape']",2012-07-11T12:38:25Z,947,11,,1,PT3M22S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
XFgfBlHw6Gg,King Kaka,Rabbit ft Rapdamu-Ahead all day (The Last King Of.. MIXTAPE),Rabbit ft Rapdamu-Ahead all day off (The Last King Of.. MIXTAPE),"['Dirty Damu', 'ngomma', 'Rabbit (Domesticated Animal)', 'Last', 'All', 'ngomma.com', 'Bunny', 'Hour', 'Music (TV Genre)', 'Animal (Film Character)', 'Hamster', 'You', 'Bugs', 'Bug', 'Need', 'Day', 'Cute', 'Avatar', 'Easter', 'Donkey', 'Rush', 'Happy', 'Country', 'Rabbits', 'Last Day', 'Night', 'Donkey Kong', 'Tunes', 'Looney', 'Last Night', 'Beetle', 'Hamsters']",2012-07-11T12:25:31Z,1171,12,,2,PT3M12S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
Nna2OZqKTcg,King Kaka,Rabbit - Lighters (The Last King Of.. MIXTAPE),Rabbit - Lighters off The Last King Of.. MIXTAPE,"['Dirty Damu', 'Mixtape', 'ngomma', 'Rabbit (Domesticated Animal)', 'Last', 'Rapping (Literature Subject)', 'ngomma.com', 'Fire', 'Bunny', 'Avatar', 'Burn', 'Burning', 'Flame', 'Sean', 'Hour', 'Flame (comics)', 'Out', 'Kingston', 'Bug', 'Hamster', 'Burn (American Band)', 'Animal (Film Character)', 'Bugs', 'Day', 'Cute', 'Sean Kingston', 'Easter', 'Rush', 'Donkey']",2012-07-11T12:13:04Z,1588,38,,7,PT3M12S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
wx9z74iZsmU,King Kaka,RABBIT - SWAHILI SHAKESPEARE (OFFICIAL VIDEO),"Brand new release, SWAHILI SHAKESPEARE performed by Kaka Sungura.
Produced by Sappy of Kaka Empire Studios
Video by Tattuah Films, Directed by Crimson Son
Follow Rabbit on Twitter @Rabbittheking, 
Facebook: Rabbit Kaka Sungura
(adapted from sounds of violins)


More from King Kaka:

Twende ► https://www.youtube.com/watch?v=XWqFFlwC_yI
Promised Land ► https://www.youtube.com/watch?v=rcJLElASTsk
Papa ► https://www.youtube.com/watch?v=785yltZi8d8
Njoo ► https://www.youtube.com/watch?v=Fs23M4C5lLs
Lini ► https://www.youtube.com/watch?v=Emwi53zXoV4



Follow Me:

Facebook: https://www.facebook.com/Rabbit-King-...
Twitter: https://twitter.com/rabbittheking
Instagram: https://www.instagram.com/thekingkaka
Website: http://www.kingkaka.com","['Kenya', 'rabbit swahili shakespeare', 'kaka empire', 'Kaka Sungura', 'shakespeare', 'Rabbit Kaka Sungura', 'Rabbit', 'Swahili Shakespeare', 'Nakuchukia', 'Kaka Empire', 'Kenyan music', 'East African music', 'East rabbit Africa', 'King', 'East African Hip Hop', ""'tamani'"", 'Tahmane', ""'tahmanimusic'"", 'tahmane kenya freestyle', 'The Last King Of.. MIXTAPE', ""'tahmane"", 'freestyle', ""'tahmanimusiq'"", 'Swahili Language (Human Language)', 'Making', 'Bunny', 'Official', 'Hour', 'raila odinga', 'uhuru kenyatta', 'ntv kenya', 'king kaka']",2012-06-28T12:09:03Z,476854,4984,,627,PT5M7S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
1L9Py_bdOtk,King Kaka,Man Njoro And Rabbit(Kaka Sungura) - Uko Sure (Official Music Video),"kenyan based hiphop musicians 'man njoro' and 'rabbit/kaka sungura' performing 'uko sure'.
Produced By Pro'voke
Video Directed By Enos Olik.","['hiphop', 'african', 'kenyan', 'kaka', 'sungura', 'man', 'njoro', 'rap music', 'Music Video (Product Line)', 'Africa (Continent)', 'South', 'Old', 'Product (business)', 'Pig', 'Kenya', 'Earthquake', 'Official', 'ngomma.com', 'Kaka Sungura', 'Music Video (TV Genre)', 'ngomma', 'Guinea', 'South Africa', 'Haiti', 'Rap']",2012-05-05T16:19:41Z,143798,1179,,175,PT3M23S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
Ygq1zP9mXYg,King Kaka,Rabbit Ft Sudi Boy - Nakuchukia(Official Music Video),"HEARTBREAK ANTHEM. 
follow Rabbit . Twitter @Rabbittheking, 
Facebook: Rabbit Kaka Sungura

If he/she ever broke your heart.The song points on one of the emotions of love,'HATE'

Rabbit (Kaka Sungura) and Sudi Boy performing Nakuchukia.
A Kaka empire presentation.
Copyright 2012","['Kenya', 'Kaka Sungura', 'Rabbit', 'Sudi Boy', 'Nakuchukia', 'Kaka Empire', 'East Africa', 'King', 'East African Hip Hop', 'ngomma', 'Music Video (TV Genre)', 'Music (TV Genre)', 'Official', 'ngomma.com', 'Rapping (Literature Subject)', 'Pop Music (Musical Genre)', 'Bunny', 'Hour', 'Bug', 'Hamster', 'Bugs', 'Cute', 'Easter']",2012-04-06T16:31:26Z,144472,1204,,192,PT4M40S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
i0kDmUlnBKI,King Kaka,Rabbit - Nakuchukia Ft Sudi Boy (Official Music Video Trailer),"Rabbit in the trailer to nakuchukia ft sudi boy.
A kaka empire presentation in conjuction with Timeless Illusion / Sinema Mbaya
Copyright 2012","['story', 'Trailer (Website Category)', 'ngomma', 'Official', 'Bunny', 'Hour', 'Rabbit', 'Rabbit (Domesticated Animal)', 'ngomma.com', 'Music Video (TV Genre)', 'Website (Industry)', 'Hamster', 'Music (TV Genre)', 'Bug', 'Industry (Organization Sector)', 'Bugs', 'Cute', 'Easter', 'Rush', 'Animal (Film Character)']",2012-03-27T18:45:35Z,10769,40,,6,PT3M33S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
-OMHfmP_Mig,King Kaka,Rabbit - Yesterdays (Official Music Video),"'Rabbit performing Yesterdays'
A Kaka Empire Presentation.
A SONG FROM THE ALBUM - ORUTU YA MASUDI. 
ONE OF THE MOST PERSONAL SONGS RABBIT HAS EVER PUT OUT. EXPOSES HIS PAST ENDEAVORS AS A YOUTH, HIS LOVE LIFE & RELATIONS WITH HIS FRIENDS.","['yesterdays', 'King', 'Kaka Empire', 'kenya', 'ngomma.com', 'Music Video (TV Genre)', 'Rabbit (Domesticated Animal)', 'Music (TV Genre)', 'Official', 'Today', 'ngomma', 'Rapping (Literature Subject)']",2012-03-06T09:59:59Z,93133,796,,167,PT4M7S,hd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
sJOONzNY29s,King Kaka,Rabbit - Bangaiza (Official video),After the long Hustle its good to Relax (Bangaiza),"['Rabbit', 'Bangaiza', 'kaka', 'empire', 'ngomma', 'Official', 'Bunny', 'Hour', 'Bug', 'Hamster', 'Music Video (TV Genre)', 'Bugs', 'Cute', 'Trailer', 'Easter', 'Rush', 'Tunes', 'Television (Invention)', 'Rabbits', 'Looney', 'Beetle', 'Happy', 'Hamsters']",2011-11-03T14:56:48Z,70957,403,,56,PT3M50S,sd,false,King Kaka,485000,51998310,399,UUGTO34YEPTNMwM3ezPCUCIQ
